customer_id,name,segment_id,location_id
AG-10525,Andy Gerbode,2,425
NW-18400,Natalie Webber,1,2242
BS-11755,Bruce Stewart,1,139
CL-11890,Carl Ludwig,1,3
AA-10315,Alex Avila,1,214
CD-12790,Cynthia Delaney,3,1350
AS-10630,Ann Steele,3,6
JC-15775,John Castell,1,624
JK-15205,Jamie Kunitz,1,388
DK-13150,David Kendrick,2,1597
YC-21895,Yoseph Carroll,2,1154
KH-16690,Kristen Hastings,2,1899
ML-18265,Muhammed Lee,1,145
JL-15850,John Lucas,1,704
AO-810,Anthony O'Donnell,2,1166
BF-11170,Ben Ferrer,3,615
BM-11785,Bryan Mills,1,99
AG-10495,Andrew Gjertsen,2,991
BT-11485,Brad Thomas,3,985
ML-17755,Max Ludwig,3,2243
RM-9375,Raymond Messe,1,2244
PM-18940,Paul MacIntyre,1,2245
VW-21775,Victoria Wilson,2,1591
MO-17500,Mary O'Rourke,1,139
AD-10180,Alan Dominguez,3,70
AG-10675,Anna Gayman,1,1029
TS-21340,Toby Swindell,1,591
AG-10300,Aleksandra Gannaway,2,25
MY-17380,Maribeth Yedwab,2,407
DW-13195,David Wiener,2,425
JS-15940,Joni Sundaresam,3,2246
DP-13105,Dave Poirier,2,2247
HK-14890,Heather Kirkland,2,2248
TA-21385,Tom Ashbrook,3,2181
HF-14995,Herbert Flentye,1,1211
GR-14560,Georgia Rosenberg,2,71
RE-19405,Ricardo Emerson,1,736
MM-8055,Michelle Moray,1,806
BW-11065,Barry Weirich,1,114
BP-11095,Bart Pistole,2,209
BS-11380,Bill Stewart,2,1550
CD-11920,Carlos Daly,1,2054
BS-11380,Bill Stewart,2,2249
LS-17245,Lynn Smith,1,2250
SW-20755,Steven Ward,2,207
SV-20815,Stuart Van,2,843
SP-20650,Stephanie Phelps,2,2251
SR-20425,Sharelle Roach,3,513
JM-15655,Jim Mitchum,2,2252
SH-20635,Stefanie Holloman,2,211
SC-20230,Scot Coram,2,739
JP-15520,Jeremy Pistek,1,198
CS-12355,Christine Sundaresam,1,211
SG-20470,Sheri Gordon,1,851
CH-12070,Cathy Hwang,3,193
SW-20275,Scott Williamson,1,37
RC-19960,Ryan Crowe,1,81
ZD-11925,Zuschuss Donatelli,1,5
JD-16150,Justin Deggeller,2,221
BG-11035,Barry Gonzalez,1,121
AB-10255,Alejandro Ballentine,3,820
MZ-17335,Maria Zettner,3,609
LT-16765,Larry Tron,1,2253
AM-705,Anne McFarland,1,272
RA-19915,Russell Applegate,1,1698
PB-18805,Patrick Bzostek,3,459
HA-14905,Helen Abelman,1,2254
HL-15040,Hunter Lopez,1,793
RA-19885,Ruben Ausman,2,355
ON-18715,Odella Nelson,2,154
VD-21670,Valerie Dominguez,1,119
EM-14095,Eudokia Martin,2,1385
DM-13015,Darrin Martin,1,2255
JO-15145,Jack O'Briant,2,29
DN-3690,Duane Noonan,1,2256
MF-17665,Maureen Fritzler,2,639
DO-13435,Denny Ordway,1,2257
MC-17635,Matthew Clasen,2,1836
MT-17815,Meg Tillman,1,2258
CC-12670,Craig Carreira,1,2259
MG-17695,Maureen Gnade,1,79
DB-12970,Darren Budd,2,131
EB-3930,Eric Barreto,1,797
JD-6150,Justin Deggeller,2,569
TS-21655,Trudy Schmidt,1,1382
DL-12925,Daniel Lacy,1,2260
KM-16375,Katherine Murray,3,1313
NG-8355,Nat Gilpin,2,1853
TT-11265,Tim Taslimi,2,1399
EP-13915,Emily Phan,1,407
SN-10560,Skye Norling,3,1188
RR-19315,Ralph Ritter,1,1568
TC-21145,Theresa Coyne,2,2261
EH-14125,Eugene Hildebrand,3,1101
CS-12460,Chuck Sachs,1,264
AJ-10945,Ashley Jarboe,1,1131
CC-12685,Craig Carroll,1,412
PS-18970,Paul Stevenson,3,2262
SC-20380,Shahid Collister,1,235
JB-16045,Julia Barnett,3,1834
NH-8610,Nicole Hansen,2,1166
GP-14740,Guy Phonely,2,1140
MC-18100,Mick Crebagga,1,2263
CM-11830,Cari MacIntyre,2,2264
EL-3735,Ed Ludwig,3,2265
NC-18535,Nick Crebassa,2,755
MM-8280,Muhammed MacIntyre,2,1740
JH-15985,Joseph Holt,1,229
CK-12325,Christine Kargatis,3,2266
PT-19090,Pete Takahito,1,529
SO-20335,Sean O'Donnell,1,2267
TP-21565,Tracy Poddar,2,763
BO-11425,Bobby Odegard,1,970
DB-13360,Dennis Bolton,3,2268
LM-17065,Liz MacKendrick,1,1358
MG-17875,Michael Grace,3,784
BS-11800,Bryan Spruell,3,967
SV-20935,Susan Vittorini,1,34
OT-18730,Olvera Toch,1,772
SB-20170,Sarah Bern,1,2
JA-15970,Joseph Airdo,1,159
DK-13150,David Kendrick,2,145
CV-12805,Cynthia Voltz,2,2269
BF-1020,Barry Französisch,2,2270
RH-19495,Rick Hansen,1,881
JM-16195,Justin MacKendrick,1,414
MD-17860,Michael Dominguez,2,2271
JW-15955,Joni Wasserman,1,684
TT-21460,Tonja Turnell,3,2272
LE-16810,Laurel Elliston,1,323
BD-11635,Brian Derr,1,338
PS-8760,Pamela Stobb,1,2273
PA-19060,Pete Armstrong,3,525
CS-2505,Cindy Stewart,1,1409
RP-19390,Resi Pölking,1,690
DF-13135,David Flashing,1,211
GW-4605,Giulietta Weimer,1,2274
TP-21130,Theone Pippenger,1,141
ST-10530,Shui Tom,1,191
CK-12325,Christine Kargatis,3,603
HP-4815,Harold Pawlan,3,342
RB-19795,Ross Baird,3,639
JS-16030,Joy Smith,1,1597
LC-7050,Liz Carlisle,1,2059
MV-17485,Mark Van Huff,1,1531
RH-9510,Rick Huthwaite,3,1930
RS-19420,Ricardo Sperren,2,515
EN-13780,Edward Nazzal,1,2275
BD-1605,Brian Dahlen,1,2276
SK-19990,Sally Knutson,1,1013
RD-19480,Rick Duston,1,1009
BP-11290,Beth Paige,1,906
CB-2415,Christy Brittain,1,227
JK-15625,Jim Karlsson,1,335
KB-16240,Karen Bern,2,906
JH-15430,Jennifer Halladay,1,723
RP-19390,Resi Pölking,1,395
RD-19810,Ross DeVincentis,3,492
AG-10675,Anna Gayman,1,2277
NH-18610,Nicole Hansen,2,2278
PB-19150,Philip Brown,1,235
JD-6015,Joy Daniels,1,1793
RB-19465,Rick Bensley,3,207
JD-16015,Joy Daniels,1,31
YS-21880,Yana Sorensen,2,906
DR-12880,Dan Reichenbach,2,2279
MP-18175,Mike Pelletier,3,614
EJ-4155,Eva Jacobs,1,1045
SP-20620,Stefania Perrino,2,1421
MH-17290,Marc Harrigan,3,275
BV-11245,Benjamin Venier,2,119
MM-18055,Michelle Moray,1,1
VW-21775,Victoria Wilson,2,145
NS-18505,Neola Schneider,1,2280
DP-13000,Darren Powers,1,924
RB-19795,Ross Baird,3,140
MV-17485,Mark Van Huff,1,1900
BP-11050,Barry Pond,2,2281
CC-12685,Craig Carroll,1,446
VT-21700,Valerie Takahito,3,639
RR-19315,Ralph Ritter,1,2282
LA-16780,Laura Armstrong,2,475
SC-10440,Shaun Chance,2,500
JF-15565,Jill Fjeld,1,151
RE-19450,Richard Eichhorn,1,2283
JG-15310,Jason Gross,2,1534
LH-16900,Lena Hernandez,1,275
JO-15550,Jesus Ocampo,3,2284
SZ-20035,Sam Zeldin,3,145
GH-14425,Gary Hwang,1,2237
SH-20395,Shahid Hopkins,1,1438
GA-14515,George Ashbrook,1,343
DV-13465,Dianna Vittorini,1,1009
KH-16510,Keith Herrera,1,827
CP-12085,Cathy Prescott,2,1107
FH-14350,Fred Harton,1,98
PJ-18835,Patrick Jones,2,31
CM-12160,Charles McCrossin,1,209
CC-12145,Charles Crestani,1,481
PG-18820,Patrick Gardner,1,246
RS-19765,Roland Schwarz,2,1117
KB-16315,Karl Braun,1,1401
SN-20560,Skye Norling,3,1807
PG-18820,Patrick Gardner,1,37
SP-20620,Stefania Perrino,2,2253
AH-10075,Adam Hart,2,906
CY-12745,Craig Yedwab,2,31
CG-2040,Catherine Glotzbach,3,2285
TP-21130,Theone Pippenger,1,214
RP-19855,Roy Phan,2,365
JS-15940,Joni Sundaresam,3,207
DM-13525,Don Miller,2,526
BF-11005,Barry Franz,3,7
RB-19330,Randy Bradley,1,624
JB-6000,Joy Bell-,1,2117
TS-21160,Theresa Swint,2,2286
PF-9225,Phillip Flathmann,1,2287
RS-19765,Roland Schwarz,2,2210
MH-18025,Michelle Huthwaite,1,469
TS-21340,Toby Swindell,1,2125
JS-15940,Joni Sundaresam,3,1495
AS-10045,Aaron Smayling,2,226
OT-18730,Olvera Toch,1,31
JP-16135,Julie Prescott,3,86
TS-21340,Toby Swindell,1,906
BD-11605,Brian Dahlen,1,2288
JM-15535,Jessica Myrick,1,302
EM-13825,Elizabeth Moffitt,2,1975
TG-11310,Toby Gnade,1,1714
KH-16360,Katherine Hughes,1,213
GB-14530,George Bell,2,437
WB-21850,William Brown,1,207
MS-17830,Melanie Seite,1,2
SC-20380,Shahid Collister,1,40
DG-13300,Deirdre Greer,2,235
MY-18295,Muhammed Yedwab,2,86
FO-4305,Frank Olsen,1,664
EM-14140,Eugene Moren,3,137
LW-17125,Liz Willingham,1,2289
AO-10810,Anthony O'Donnell,2,723
LT-16765,Larry Tron,1,2290
DB-13060,Dave Brooks,1,2291
JG-15805,John Grady,2,1816
TP-21565,Tracy Poddar,2,147
CP-2340,Christine Phan,2,569
PN-8775,Parhena Norris,3,2292
NR-18550,Nick Radford,1,1192
KC-16540,Kelly Collister,1,137
BP-11290,Beth Paige,1,6
JM-15865,John Murray,1,2193
LS-17200,Luke Schmidt,2,707
DD-13570,Dorothy Dickinson,1,1626
RB-19330,Randy Bradley,1,834
RH-19495,Rick Hansen,1,601
CS-1950,Carlos Soltero,1,2293
EB-13870,Emily Burns,1,1012
JH-15430,Jennifer Halladay,1,1170
CM-12715,Craig Molinari,2,395
ER-13855,Elpida Rittenbach,2,99
LE-6810,Laurel Elliston,1,539
DR-2880,Dan Reichenbach,2,194
PF-19120,Peter Fuller,1,388
EH-13945,Eric Hoffmann,1,388
AB-10150,Aimee Bixby,1,2294
SR-20740,Steven Roelle,3,410
MW-18220,Mitch Webber,1,198
SP-20620,Stefania Perrino,2,57
BD-11500,Bradley Drucker,1,606
ML-17755,Max Ludwig,3,119
CS-2460,Chuck Sachs,1,2295
BO-11425,Bobby Odegard,1,339
DK-13375,Dennis Kane,1,98
NR-18550,Nick Radford,1,70
SB-20290,Sean Braxton,2,79
JR-5700,Jocasta Rupert,1,92
EB-4110,Eugene Barchas,1,2296
AO-10810,Anthony O'Donnell,2,827
LT-17110,Liz Thompson,1,71
KT-6480,Kean Thornton,1,191
JC-16105,Julie Creighton,2,1653
MS-7710,Maurice Satty,1,569
KF-6285,Karen Ferguson,3,2297
DM-12955,Dario Medina,2,672
HW-4935,Helen Wasserman,2,841
CD-12280,Christina DeMoss,1,1534
SV-20365,Seth Vernon,1,489
DF-13135,David Flashing,1,551
SB-20185,Sarah Brown,1,763
MS-17710,Maurice Satty,1,2298
BV-11245,Benjamin Venier,2,1305
BW-11110,Bart Watters,2,2299
SC-20680,Steve Carroll,3,2300
PR-18880,Patrick Ryan,1,86
VP-21730,Victor Preis,3,1282
GM-14695,Greg Maxwell,2,198
CM-12715,Craig Molinari,2,1506
TC-20980,Tamara Chand,2,781
JK-16120,Julie Kriz,3,575
DS-13180,David Smith,2,174
SS-20410,Shahid Shariari,1,2301
JP-15460,Jennifer Patt,2,529
AR-10540,Andy Reiter,1,166
JP-15460,Jennifer Patt,2,81
TB-21055,Ted Butterfield,1,388
ND-18370,Natalie DeCherney,1,26
MH-17785,Maya Herman,2,469
JE-15745,Joel Eaton,1,2302
SC-20380,Shahid Collister,1,2303
DK-12835,Damala Kotsonis,2,2304
LH-16900,Lena Hernandez,1,1549
EJ-13720,Ed Jacobs,1,1823
NH-18610,Nicole Hansen,2,421
AM-360,Alice McCarthy,2,384
BW-1110,Bart Watters,2,2305
JO-15280,Jas O'Carroll,1,851
PH-18790,Patricia Hirasaki,3,1816
PM-8940,Paul MacIntyre,1,992
BP-1095,Bart Pistole,2,649
JJ-15760,Joel Jenkins,3,213
JH-16180,Justin Hirsh,1,2306
SR-20425,Sharelle Roach,3,70
CS-12460,Chuck Sachs,1,151
CC-12220,Chris Cortes,1,70
JH-16180,Justin Hirsh,1,668
PB-9210,Phillip Breyer,2,2307
AZ-750,Annie Zypern,1,953
PG-18895,Paul Gonzalez,1,349
BE-1335,Bill Eplett,3,2152
MD-17350,Maribeth Dona,1,239
AJ-10945,Ashley Jarboe,1,1233
RS-19765,Roland Schwarz,2,252
NG-18355,Nat Gilpin,2,1809
BT-11305,Beth Thompson,3,2308
AP-915,Arthur Prichep,1,474
JK-15325,Jason Klamczynski,2,1284
KH-16330,Katharine Harms,2,329
MK-17905,Michael Kennedy,2,235
GA-14515,George Ashbrook,1,407
NP-8685,Nora Pelletier,3,2309
CD-11980,Carol Darley,1,407
JH-15910,Jonathan Howell,1,1237
AA-375,Allen Armold,1,2310
JC-16105,Julie Creighton,2,1268
NS-18640,Noel Staavos,2,163
BW-11110,Bart Watters,2,214
DV-3045,Darrin Van Huff,2,169
AF-10885,Art Foster,1,1464
HR-14830,Harold Ryan,2,395
TS-21430,Tom Stivers,2,2114
TT-21220,Thomas Thornton,1,663
HG-14845,Harry Greene,1,1146
AR-10570,Anemone Ratner,1,1278
RF-19840,Roy Französisch,1,1589
DK-12835,Damala Kotsonis,2,1351
BD-11635,Brian Derr,1,1027
MY-17380,Maribeth Yedwab,2,93
EM-14140,Eugene Moren,3,2311
RB-9435,Richard Bierner,1,495
RM-19750,Roland Murray,1,1397
CL-11890,Carl Ludwig,1,1892
FM-4290,Frank Merwin,3,1232
SH-20635,Stefanie Holloman,2,2215
JD-5895,Jonathan Doherty,2,92
LE-16810,Laurel Elliston,1,2312
ES-4020,Erica Smith,1,2313
CR-2820,Cyra Reiten,3,2314
CY-12745,Craig Yedwab,2,1342
FH-14365,Fred Hopkins,2,1656
BP-11290,Beth Paige,1,10
BT-11485,Brad Thomas,3,3
AB-10165,Alan Barnes,1,239
SH-20395,Shahid Hopkins,1,1372
LW-16825,Laurel Workman,2,789
NS-18505,Neola Schneider,1,1505
BB-10990,Barry Blumstein,2,436
AR-570,Anemone Ratner,1,2315
DH-3675,Duane Huffman,3,2316
CA-12265,Christina Anderson,1,872
MH-17620,Matt Hagelstein,2,1138
CC-2475,Cindy Chapman,1,2317
AH-195,Alan Haines,2,227
BM-11650,Brian Moss,2,973
PS-8970,Paul Stevenson,3,495
TS-21205,Thomas Seio,2,2234
OT-18730,Olvera Toch,1,1372
BD-11770,Bryan Davis,1,388
BW-11200,Ben Wallace,1,727
VG-21805,Vivek Grady,2,575
DK-3150,David Kendrick,2,359
DV-3465,Dianna Vittorini,1,2318
BM-11650,Brian Moss,2,989
JM-5250,Janet Martin,1,1269
BM-11140,Becky Martin,1,228
SV-10815,Stuart Van,2,2319
TP-21130,Theone Pippenger,1,225
MF-17665,Maureen Fritzler,2,523
SD-20485,Shirley Daniels,3,624
LT-17110,Liz Thompson,1,1400
NZ-18565,Nick Zandusky,3,1391
JF-15295,Jason Fortune-,1,391
KT-16465,Kean Takahito,1,1737
RD-19720,Roger Demir,1,2320
SG-20470,Sheri Gordon,1,2321
BB-11545,Brenda Bowman,2,213
DO-3435,Denny Ordway,1,2318
TG-21310,Toby Gnade,1,109
SV-10365,Seth Vernon,1,399
BT-11305,Beth Thompson,3,86
BM-11785,Bryan Mills,1,1631
MH-7620,Matt Hagelstein,2,2157
GH-14665,Greg Hansen,1,27
DK-2835,Damala Kotsonis,2,2224
AY-10555,Andy Yotov,2,341
AT-10735,Annie Thurman,1,851
RB-19570,Rob Beeghly,1,589
MF-18250,Monica Federle,2,1404
MM-18055,Michelle Moray,1,375
RB-9330,Randy Bradley,1,870
MP-17470,Mark Packer,3,26
SW-20755,Steven Ward,2,1428
EB-14110,Eugene Barchas,1,410
VB-11745,Victoria Brennan,2,482
GH-14425,Gary Hwang,1,529
HW-14935,Helen Wasserman,2,904
NS-18640,Noel Staavos,2,265
CC-12550,Clay Cheatham,1,1857
PO-18850,Patrick O'Brill,1,2322
AT-10435,Alyssa Tate,3,213
FH-4365,Fred Hopkins,2,378
ZC-21910,Zuschuss Carroll,1,1634
RH-19600,Rob Haberlin,1,2323
JL-15235,Janet Lee,1,236
PF-9225,Phillip Flathmann,1,495
AS-285,Alejandro Savely,2,1122
TB-21520,Tracy Blumstein,1,525
KD-16345,Katherine Ducich,1,1037
IM-15070,Irene Maddox,1,220
PB-8805,Patrick Bzostek,3,377
BD-11620,Brian DeCherney,1,619
RC-19825,Roy Collins,1,1589
RF-19345,Randy Ferguson,2,1881
SC-20380,Shahid Collister,1,1977
SC-20770,Stewart Carmichael,2,1338
AO-10810,Anthony O'Donnell,2,62
EH-14005,Erica Hernandez,3,709
PP-18955,Paul Prost,3,251
NM-18520,Neoma Murray,1,2324
HG-14845,Harry Greene,1,1417
CH-2070,Cathy Hwang,3,1050
TP-21565,Tracy Poddar,2,890
YS-21880,Yana Sorensen,2,2116
MC-17635,Matthew Clasen,2,355
PL-18925,Paul Lucas,3,236
ND-18370,Natalie DeCherney,1,1007
NM-18520,Neoma Murray,1,1904
KD-16495,Keith Dawkins,2,604
TH-21550,Tracy Hopkins,3,473
EH-14125,Eugene Hildebrand,3,207
NG-18355,Nat Gilpin,2,747
MZ-17515,Mary Zewe,2,358
CC-12685,Craig Carroll,1,2325
SA-20830,Sue Ann Reed,1,2239
PF-19225,Phillip Flathmann,1,141
TM-21010,Tamara Manning,1,1531
RO-19780,Rose O'Brian,1,71
SV-20815,Stuart Van,2,985
GB-14530,George Bell,2,784
AS-10045,Aaron Smayling,2,568
JG-15805,John Grady,2,3
MP-18175,Mike Pelletier,3,99
LT-17110,Liz Thompson,1,825
BT-11680,Brian Thompson,1,220
AC-10420,Alyssa Crouse,2,2326
JP-15520,Jeremy Pistek,1,145
RB-19465,Rick Bensley,3,467
EB-14110,Eugene Barchas,1,1372
SK-9990,Sally Knutson,1,493
EM-4065,Erin Mull,1,779
ZD-21925,Zuschuss Donatelli,1,2327
RC-19825,Roy Collins,1,897
AB-255,Alejandro Ballentine,3,92
SB-20170,Sarah Bern,1,1645
SN-20710,Steve Nguyen,3,770
KH-6330,Katharine Harms,2,65
SS-20875,Sung Shariari,1,1979
LS-16945,Linda Southworth,2,1462
DB-13210,Dean Braden,1,1975
EG-13900,Emily Grady,1,603
FH-14365,Fred Hopkins,2,396
CM-12115,Chad McGuire,1,198
GM-4500,Gene McClure,1,384
LO-17170,Lori Olson,2,355
BT-11485,Brad Thomas,3,2328
VF-21715,Vicky Freymann,3,2329
ME-7725,Max Engle,1,2330
FH-14275,Frank Hawley,2,770
SA-20830,Sue Ann Reed,1,352
SF-20065,Sandra Flanagan,1,244
AB-10015,Aaron Bergman,1,1162
MG-7680,Maureen Gastineau,3,740
FA-4230,Frank Atkinson,2,870
DK-12835,Damala Kotsonis,2,198
CP-2085,Cathy Prescott,2,539
MM-18280,Muhammed MacIntyre,2,754
HH-15010,Hilary Holden,2,1624
JE-15715,Joe Elijah,1,24
TR-21325,Toby Ritter,1,618
BS-11365,Bill Shonely,2,475
DN-13690,Duane Noonan,1,778
NG-18430,Nathan Gelder,1,2331
BW-11200,Ben Wallace,1,808
BG-11035,Barry Gonzalez,1,1216
HM-14860,Harry Marie,2,560
TC-21475,Tony Chapman,3,34
SN-20560,Skye Norling,3,1376
JG-15310,Jason Gross,2,128
KM-16660,Khloe Miller,1,912
CS-12130,Chad Sievert,1,446
NG-18355,Nat Gilpin,2,897
SH-20395,Shahid Hopkins,1,2332
AF-10870,Art Ferguson,1,1531
PM-8940,Paul MacIntyre,1,1592
HH-15010,Hilary Holden,2,2333
RB-19570,Rob Beeghly,1,141
LO-17170,Lori Olson,2,379
PM-18940,Paul MacIntyre,1,2334
GT-14710,Greg Tran,1,98
GM-14695,Greg Maxwell,2,102
JL-15850,John Lucas,1,174
PW-19030,Pauline Webber,2,1735
MS-17830,Melanie Seite,1,877
LC-17140,Logan Currie,1,1322
DA-13450,Dianna Arnett,3,974
PG-18820,Patrick Gardner,1,2335
CS-12490,Cindy Schnelling,2,76
SU-20665,Stephanie Ulpright,3,395
CL-12700,Craig Leslie,3,515
DK-13150,David Kendrick,2,86
DB-13615,Doug Bickford,1,1140
EB-14110,Eugene Barchas,1,135
IM-5055,Ionia McGrath,1,1355
TA-21385,Tom Ashbrook,3,2336
NC-18415,Nathan Cano,1,31
GT-14635,Grant Thornton,2,2337
EM-13960,Eric Murdock,1,730
KB-16405,Katrina Bavinger,3,655
DV-13045,Darrin Van Huff,2,1430
KS-16300,Karen Seio,2,1138
DL-12925,Daniel Lacy,1,542
AP-10915,Arthur Prichep,1,1569
PG-18895,Paul Gonzalez,1,335
CC-2685,Craig Carroll,1,82
CS-12400,Christopher Schild,3,375
AA-10480,Andrew Allen,1,306
CM-12190,Charlotte Melton,1,119
LR-17035,Lisa Ryan,2,207
CS-11860,Cari Schnelling,1,318
AS-10135,Adrian Shami,3,220
ZC-21910,Zuschuss Carroll,1,718
RA-19885,Ruben Ausman,2,1307
PO-19195,Phillina Ober,3,407
PO-19195,Phillina Ober,3,1884
KN-16390,Katherine Nockton,2,2338
CM-12190,Charlotte Melton,1,1561
FO-4305,Frank Olsen,1,1930
SC-20725,Steven Cartwright,1,896
PP-18955,Paul Prost,3,2339
BF-11005,Barry Franz,3,275
PB-9210,Phillip Breyer,2,1905
MS-17530,MaryBeth Skach,1,98
SW-20755,Steven Ward,2,99
DM-13015,Darrin Martin,1,144
JJ-15445,Jennifer Jackson,1,131
JJ-15760,Joel Jenkins,3,2340
MM-18280,Muhammed MacIntyre,2,355
HM-14980,Henry MacAllister,1,1921
JK-15730,Joe Kamberova,1,1068
DN-13690,Duane Noonan,1,139
JF-15565,Jill Fjeld,1,2341
SC-20680,Steve Carroll,3,2342
DS-13180,David Smith,2,141
HE-14800,Harold Engle,2,2220
BM-1140,Becky Martin,1,495
DG-13300,Deirdre Greer,2,225
MR-17545,Mathew Reese,3,2343
AH-690,Anna Häberlin,2,326
SC-20770,Stewart Carmichael,2,139
FW-14395,Fred Wasserman,2,106
VP-21730,Victor Preis,3,258
DB-13405,Denny Blanton,1,2200
TM-21010,Tamara Manning,1,174
RS-19765,Roland Schwarz,2,2344
GZ-14545,George Zrebassa,2,1235
VG-21790,Vivek Gonzalez,1,604
JK-16120,Julie Kriz,3,31
MA-17560,Matt Abelman,3,937
MH-7455,Mark Hamilton,1,2037
LR-17035,Lisa Ryan,2,2345
BS-11590,Brendan Sweed,2,313
DS-13180,David Smith,2,193
PF-19120,Peter Fuller,1,265
BN-1515,Bradley Nguyen,1,1227
LR-17035,Lisa Ryan,2,529
VP-21730,Victor Preis,3,4
NF-18385,Natalie Fritzler,1,86
JF-15415,Jennifer Ferguson,1,1401
GZ-14470,Gary Zandusky,1,137
CS-12490,Cindy Schnelling,2,93
CP-2340,Christine Phan,2,504
SH-9975,Sally Hughsby,2,569
LT-16765,Larry Tron,1,2159
CY-12745,Craig Yedwab,2,1797
BN-1470,Brad Norvell,2,1388
RF-19735,Roland Fjeld,1,144
DO-13645,Doug O'Connell,1,2346
RM-9375,Raymond Messe,1,2347
EB-13705,Ed Braxton,2,8
RB-19570,Rob Beeghly,1,1672
KT-16465,Kean Takahito,1,909
TR-21325,Toby Ritter,1,1531
DH-13075,Dave Hallsten,2,86
ME-18010,Michelle Ellison,2,174
AF-10885,Art Foster,1,31
SM-20950,Suzanne McNair,2,1027
SR-20740,Steven Roelle,3,586
MS-17365,Maribeth Schnelling,1,26
NS-18505,Neola Schneider,1,865
DL-13315,Delfina Latchford,1,529
BS-11380,Bill Stewart,2,174
JM-15865,John Murray,1,390
GM-4455,Gary Mitchum,3,1871
EK-13795,Eileen Kiefer,3,304
MM-18280,Muhammed MacIntyre,2,93
AG-10900,Arthur Gainer,1,2283
SS-20410,Shahid Shariari,1,2348
GH-14665,Greg Hansen,1,1865
EC-14050,Erin Creighton,1,1332
KH-6510,Keith Herrera,1,169
BP-11095,Bart Pistole,2,923
DM-13345,Denise Monton,2,630
CD-2790,Cynthia Delaney,3,240
MD-17860,Michael Dominguez,2,2228
RK-19300,Ralph Kennedy,1,54
CA-12055,Cathy Armstrong,3,2349
DM-12955,Dario Medina,2,492
NS-18640,Noel Staavos,2,1910
FA-14230,Frank Atkinson,2,517
SS-20140,Saphhira Shifley,2,86
EM-13825,Elizabeth Moffitt,2,840
TB-21280,Toby Braunhardt,1,672
JB-16000,Joy Bell-,1,1963
MC-17635,Matthew Clasen,2,62
LP-17080,Liz Pelletier,1,446
TT-21220,Thomas Thornton,1,34
AH-10195,Alan Haines,2,2202
KC-16255,Karen Carlisle,2,166
SC-20050,Sample Company A,3,2350
NB-8580,Nicole Brennan,2,85
Co-12640,Corey-Lock,1,1223
BO-11425,Bobby Odegard,1,721
RB-19465,Rick Bensley,3,379
CS-2250,Chris Selesnick,2,975
SF-20065,Sandra Flanagan,1,2351
SP-10920,Susan Pistek,1,2352
RB-19795,Ross Baird,3,1580
MS-17830,Melanie Seite,1,4
AP-10720,Anne Pryor,3,189
SC-10260,Scott Cohen,2,142
WB-21850,William Brown,1,365
JD-16060,Julia Dunbar,1,388
SC-20680,Steve Carroll,3,2353
JP-15520,Jeremy Pistek,1,86
AF-10885,Art Foster,1,79
LL-16840,Lauren Leatherbury,1,2354
MT-17815,Meg Tillman,1,57
SJ-20125,Sanjit Jacobs,3,2355
MR-7545,Mathew Reese,3,230
JM-15250,Janet Martin,1,189
CK-2760,Cyma Kinney,2,2292
CM-12190,Charlotte Melton,1,1681
KW-16570,Kelly Williams,1,590
LS-17200,Luke Schmidt,2,1230
ML-17395,Marina Lichtenstein,2,2356
ME-17320,Maria Etezadi,3,2353
LR-17035,Lisa Ryan,2,763
KH-16690,Kristen Hastings,2,228
RC-19825,Roy Collins,1,86
RC-19960,Ryan Crowe,1,1731
LW-16825,Laurel Workman,2,589
BD-11605,Brian Dahlen,1,327
AC-10450,Amy Cox,1,31
EH-13765,Edward Hooks,2,562
VD-21670,Valerie Dominguez,1,145
TH-11100,Thea Hendricks,1,796
RS-19765,Roland Schwarz,2,623
CY-12745,Craig Yedwab,2,1765
DF-13135,David Flashing,1,151
EM-14140,Eugene Moren,3,207
CA-12265,Christina Anderson,1,86
BO-11425,Bobby Odegard,1,2357
MC-17845,Michael Chen,1,421
TB-21175,Thomas Boland,2,137
LC-17140,Logan Currie,1,2336
SC-20575,Sonia Cooley,1,2358
KH-16690,Kristen Hastings,2,1731
MY-17380,Maribeth Yedwab,2,1153
DR-12940,Daniel Raglin,3,97
MH-17785,Maya Herman,2,446
RS-19870,Roy Skaria,3,1285
GH-14485,Gene Hale,2,612
CC-12670,Craig Carreira,1,1886
GA-4725,Guy Armstrong,1,2359
SW-20275,Scott Williamson,1,820
JM-5865,John Murray,1,1902
DB-13360,Dennis Bolton,3,516
AS-10285,Alejandro Savely,2,391
LS-16945,Linda Southworth,2,1415
BD-11560,Brendan Dodson,3,1091
TA-11385,Tom Ashbrook,3,1714
TB-21175,Thomas Boland,2,2360
BH-11710,Brosina Hoffman,1,1719
DC-3285,Debra Catini,1,2361
MG-17695,Maureen Gnade,1,974
TB-21055,Ted Butterfield,1,988
GG-14650,Greg Guthrie,2,163
BD-11605,Brian Dahlen,1,657
BS-11365,Bill Shonely,2,2178
DM-13345,Denise Monton,2,793
CC-12550,Clay Cheatham,1,604
LC-16870,Lena Cacioppo,1,61
SH-20395,Shahid Hopkins,1,2362
KD-16615,Ken Dana,2,881
JL-15235,Janet Lee,1,71
HK-14890,Heather Kirkland,2,1101
AA-645,Anna Andreadi,1,975
DH-3675,Duane Huffman,3,384
SP-20620,Stefania Perrino,2,391
